state/region,ages,year,population
KY,under18,2006,1011295.0
KY,total,2005,4182742.0
KY,under18,2005,1004020.0
KY,total,2008,4289878.0
KY,under18,2008,1022001.0
KY,total,2007,4256672.0
KY,under18,2007,1016288.0
KY,under18,2013,1014004.0
KY,total,2009,4317074.0
KY,under18,2009,1021710.0
KY,total,2013,4395295.0
KY,total,2010,4347698.0
KY,under18,2010,1023679.0
KY,total,2011,4366869.0
KY,under18,2011,1021926.0
KY,under18,2012,1017350.0
KY,total,2012,4379730.0
LA,total,2012,4602134.0
LA,under18,2012,1114620.0
LA,under18,2011,1116579.0
LA,total,2011,4575197.0
LA,under18,2010,1118576.0
LA,total,2010,4545392.0
LA,total,2013,4625470.0
LA,total,2009,4491648.0
LA,under18,2009,1114228.0
LA,under18,2013,1112957.0
LA,total,2007,4375581.0
LA,under18,2007,1096642.0
LA,total,2008,4435586.0
LA,under18,2008,1108728.0
LA,total,2005,4576628.0
LA,under18,2005,1177954.0
LA,total,2006,4302665.0
LA,under18,2006,1078779.0
LA,total,2003,4521042.0
LA,under18,2003,1188070.0
LA,total,2004,4552238.0
LA,under18,2004,1182731.0
LA,total,2001,4477875.0
LA,under18,2001,1204187.0
LA,total,2002,4497267.0
LA,under18,2002,1194819.0
LA,total,2000,4471885.0
LA,under18,2000,1217670.0
LA,total,1999,4460811.0
LA,under18,1999,1227167.0
LA,total,1997,4421072.0
LA,under18,1997,1239665.0
LA,under18,1998,1232984.0
LA,total,1998,4440344.0
LA,under18,1996,1244627.0
LA,total,1996,4398877.0
LA,total,1995,4378779.0
LA,under18,1995,1250112.0
LA,under18,1992,1237034.0
LA,total,1992,4293003.0
LA,total,1993,4316428.0
LA,under18,1993,1239161.0
LA,under18,1994,1247631.0
LA,total,1994,4347481.0
LA,total,1991,4253279.0
LA,under18,1991,1222330.0
LA,under18,1990,1205984.0
LA,total,1990,4221532.0
ME,under18,1990,308066.0
ME,total,1990,1231719.0
ME,total,1991,1237081.0
ME,under18,1991,309871.0
ME,under18,1994,311570.0
ME,total,1994,1242662.0
ME,total,1993,1242302.0
ME,under18,1993,310966.0
ME,under18,1992,310679.0
ME,total,1992,1238508.0
ME,total,1995,1243481.0
ME,under18,1995,309173.0
ME,under18,1996,307740.0
ME,total,1996,1249060.0
ME,under18,1998,304496.0
ME,total,1998,1259127.0
ME,total,1997,1254774.0
ME,under18,1997,305097.0
ME,total,1999,1266808.0
ME,under18,1999,302321.0
ME,total,2000,1277072.0
ME,under18,2000,301407.0
ME,total,2002,1295960.0
ME,under18,2002,298595.0
ME,total,2001,1285692.0
ME,under18,2001,300088.0
ME,total,2004,1313688.0
ME,under18,2004,294791.0
ME,total,2003,1306513.0
ME,under18,2003,296786.0
ME,total,2006,1323619.0
ME,under18,2006,288945.0
ME,total,2005,1318787.0
ME,under18,2005,292039.0
ME,total,2008,1330509.0
ME,under18,2008,282204.0
ME,total,2007,1327040.0
ME,under18,2007,286185.0
ME,under18,2013,261276.0
ME,total,2009,1329590.0
ME,under18,2009,277946.0
ME,total,2013,1328302.0
ME,total,2010,1327366.0
ME,under18,2010,273061.0
ME,total,2011,1327844.0
ME,under18,2011,268737.0
ME,under18,2012,264846.0
ME,total,2012,1328501.0
MD,total,2012,5884868.0
MD,under18,2012,1346235.0
MD,under18,2011,1348766.0
MD,total,2011,5840241.0
MD,under18,2010,1351983.0
MD,total,2010,5787193.0
MD,total,2013,5928814.0
MD,total,2009,5730388.0
MD,under18,2009,1353631.0
MD,under18,2013,1344522.0
MD,total,2007,5653408.0
MD,under18,2007,1369563.0
MD,total,2008,5684965.0
MD,under18,2008,1359214.0
MD,total,2005,5592379.0
MD,under18,2005,1382966.0
MD,total,2006,5627367.0
MD,under18,2006,1377756.0
MD,total,2003,5496269.0
MD,under18,2003,1379641.0
MD,total,2004,5546935.0
MD,under18,2004,1383450.0
MD,total,2001,5374691.0
MD,under18,2001,1366552.0
MD,total,2002,5440389.0
MD,under18,2002,1375354.0
MD,total,2000,5311034.0
MD,under18,2000,1356961.0
MD,total,1999,5254509.0
MD,under18,1999,1348659.0
MD,total,1997,5157328.0
MD,under18,1997,1321306.0
MD,under18,1998,1338727.0
MD,total,1998,5204464.0
MD,under18,1996,1303816.0
MD,total,1996,5111986.0
MD,total,1995,5070033.0
MD,under18,1995,1300695.0
MD,under18,1992,1235498.0
MD,total,1992,4923369.0
MD,total,1993,4971889.0
MD,under18,1993,1261738.0
MD,under18,1994,1280772.0
MD,total,1994,5023060.0
MD,total,1991,4867641.0
MD,under18,1991,1208898.0
MD,under18,1990,1180426.0
MD,total,1990,4799770.0
MA,under18,1990,1353806.0
MA,total,1990,6022639.0
MA,total,1991,6018470.0
MA,under18,1991,1375110.0
MA,under18,1994,1437069.0
MA,total,1994,6095241.0
MA,total,1993,6060569.0
MA,under18,1993,1415724.0
MA,under18,1992,1390188.0
MA,total,1992,6028709.0
MA,total,1995,6141445.0
MA,under18,1995,1453489.0
MA,under18,1996,1468614.0
MA,total,1996,6179756.0
MA,under18,1998,1491652.0
MA,total,1998,6271838.0
MA,total,1997,6226058.0
MA,under18,1997,1478203.0
MA,total,1999,6317345.0
MA,under18,1999,1495818.0
MA,total,2000,6361104.0
MA,under18,2000,1501334.0
MA,total,2001,6397634.0
MA,under18,2001,1505028.0
MA,total,2002,6417206.0
MA,under18,2002,1502652.0
MA,total,2004,6412281.0
MA,under18,2004,1479541.0
MA,total,2003,6422565.0
MA,under18,2003,1493372.0
MA,total,2006,6410084.0
MA,under18,2006,1450202.0
MA,total,2005,6403290.0
MA,under18,2005,1464140.0
MA,total,2008,6468967.0
MA,under18,2008,1429727.0
MA,total,2007,6431559.0
MA,under18,2007,1439757.0
MA,under18,2013,1393946.0
MA,total,2009,6517613.0
MA,under18,2009,1422935.0
MA,total,2013,6692824.0
MA,total,2010,6563263.0
MA,under18,2010,1415962.0
MA,total,2011,6606285.0
MA,under18,2011,1407240.0
MA,under18,2012,1399417.0
MA,total,2012,6645303.0
MI,total,2012,9882519.0
MI,under18,2012,2269365.0
MI,under18,2011,2299116.0
MI,total,2011,9874589.0
MI,under18,2010,2333121.0
MI,total,2010,9876149.0
MI,total,2013,9895622.0
MI,total,2009,9901591.0
MI,under18,2009,2372603.0
MI,under18,2013,2245201.0
MI,total,2007,10001284.0
MI,under18,2007,2470063.0
MI,total,2008,9946889.0
MI,under18,2008,2418879.0
MI,total,2005,10051137.0
MI,under18,2005,2531839.0
MI,total,2006,10036081.0
MI,under18,2006,2503548.0
MI,total,2003,10041152.0
MI,under18,2003,2569080.0
MI,total,2004,10055315.0
MI,under18,2004,2553314.0
MI,total,2002,10015710.0
MI,under18,2002,2584310.0
MI,total,2001,9991120.0
MI,under18,2001,2593310.0
MI,total,2000,9952450.0
MI,under18,2000,2596114.0
MI,total,1999,9897116.0
MI,under18,1999,2591944.0
MI,total,1997,9809051.0
MI,under18,1997,2582270.0
MI,under18,1998,2586343.0
MI,total,1998,9847942.0
MI,under18,1996,2569745.0
MI,total,1996,9758645.0
MI,total,1995,9676211.0
MI,under18,1995,2556799.0
MI,under18,1992,2501765.0
MI,total,1992,9479065.0
MI,total,1993,9540114.0
MI,under18,1993,2522249.0
MI,under18,1994,2535196.0
MI,total,1994,9597737.0
MI,total,1991,9400446.0
MI,under18,1991,2484957.0
MI,under18,1990,2459633.0
MI,total,1990,9311319.0
MN,under18,1990,1176680.0
MN,total,1990,4389857.0
MN,total,1991,4440859.0
MN,under18,1991,1191207.0
MN,under18,1994,1238949.0
MN,total,1994,4610355.0
MN,total,1993,4555956.0
MN,under18,1993,1226723.0
MN,under18,1992,1213068.0
MN,total,1992,4495572.0
MN,total,1995,4660180.0
MN,under18,1995,1245932.0
MN,under18,1996,1252722.0
MN,total,1996,4712827.0
MN,under18,1998,1275940.0
MN,total,1998,4813412.0
MN,total,1997,4763390.0
MN,under18,1997,1264250.0
MN,total,1999,4873481.0
MN,under18,1999,1283102.0
MN,total,2000,4933692.0
MN,under18,2000,1289715.0
MN,total,2001,4982796.0
MN,under18,2001,1291261.0
MN,total,2002,5018935.0
MN,under18,2002,1288795.0
MN,total,2004,5087713.0
MN,under18,2004,1281946.0
MN,total,2003,5053572.0
MN,under18,2003,1283687.0
MN,total,2006,5163555.0
MN,under18,2006,1282381.0
MN,total,2005,5119598.0
MN,under18,2005,1280557.0
MN,total,2008,5247018.0
MN,under18,2008,1284179.0
MN,total,2007,5207203.0
MN,under18,2007,1285074.0
MN,under18,2013,1279111.0
MN,total,2009,5281203.0
MN,under18,2009,1284103.0
MN,total,2013,5420380.0
MN,total,2010,5310337.0
MN,under18,2010,1282693.0
MN,total,2011,5347108.0
MN,under18,2011,1280424.0
MN,under18,2012,1278050.0
MN,total,2012,5379646.0
MS,total,2012,2986450.0
MS,under18,2012,742941.0
MS,under18,2011,747742.0
MS,total,2011,2977886.0
MS,under18,2010,754111.0
MS,total,2010,2970047.0
MS,total,2013,2991207.0
MS,total,2009,2958774.0
MS,under18,2009,758539.0
MS,under18,2013,737432.0
MS,total,2007,2928350.0
MS,under18,2007,761171.0
MS,total,2008,2947806.0
MS,under18,2008,760572.0
MS,total,2005,2905943.0
MS,under18,2005,760870.0
MS,total,2006,2904978.0
MS,under18,2006,756990.0
MS,total,2003,2868312.0
MS,under18,2003,759447.0
MS,total,2004,2889010.0
MS,under18,2004,760410.0
MS,total,2002,2858681.0
MS,under18,2002,763148.0
MS,total,2001,2852994.0
MS,under18,2001,768418.0
MS,total,2000,2848353.0
MS,under18,2000,774353.0
MS,total,1999,2828408.0
MS,under18,1999,775662.0
MS,total,1997,2777004.0
MS,under18,1997,774832.0
MS,under18,1998,773721.0
MS,total,1998,2804834.0
MS,under18,1996,769680.0
MS,total,1996,2748085.0
MS,total,1995,2722659.0
MS,under18,1995,767892.0
MS,under18,1992,750224.0
MS,total,1992,2623734.0
MS,total,1993,2655100.0
MS,under18,1993,755820.0
MS,under18,1994,763795.0
MS,total,1994,2688992.0
MS,total,1991,2598733.0
MS,under18,1991,738911.0
MS,under18,1990,733660.0
MS,total,1990,2578897.0
MO,under18,1990,1316423.0
MO,total,1990,5128880.0
MO,total,1991,5170800.0
MO,under18,1991,1332306.0
MO,under18,1994,1378700.0
MO,total,1994,5324497.0
MO,total,1993,5271175.0
MO,under18,1993,1365903.0
MO,under18,1992,1349729.0
MO,total,1992,5217101.0
MO,under18,1996,1408732.0
MO,total,1996,5431553.0
MO,total,1995,5378247.0
MO,under18,1995,1393554.0
MO,under18,1998,1428999.0
MO,total,1998,5521765.0
MO,total,1997,5481193.0
MO,under18,1997,1419837.0
MO,total,1999,5561948.0
MO,under18,1999,1428047.0
MO,total,2000,5607285.0
MO,under18,2000,1428383.0
MO,total,2001,5641142.0
MO,under18,2001,1426575.0
MO,total,2002,5674825.0
MO,under18,2002,1424513.0
MO,total,2004,5747741.0
MO,under18,2004,1420956.0
MO,total,2003,5709403.0
MO,under18,2003,1421927.0
MO,total,2006,5842704.0
MO,under18,2006,1428324.0
MO,total,2005,5790300.0
MO,under18,2005,1422978.0
MO,total,2008,5923916.0
MO,under18,2008,1428945.0
MO,total,2007,5887612.0
MO,under18,2007,1431346.0
MO,under18,2013,1397685.0
MO,total,2009,5961088.0
MO,under18,2009,1426603.0
MO,total,2013,6044171.0
MO,total,2010,5996063.0
MO,under18,2010,1424042.0
MO,total,2011,6010065.0
MO,under18,2011,1414444.0
MO,under18,2012,1405015.0
MO,total,2012,6024522.0
MT,total,2012,1005494.0
MT,under18,2012,222905.0
MT,under18,2011,222977.0
MT,total,2011,997600.0
MT,under18,2010,223292.0
MT,total,2010,990527.0
MT,total,2013,1015165.0
MT,total,2009,983982.0
MT,under18,2009,223675.0
MT,under18,2013,223981.0
MT,total,2007,964706.0
MT,under18,2007,223135.0
MT,total,2008,976415.0
MT,under18,2008,223814.0
MT,total,2005,940102.0
MT,under18,2005,221685.0
MT,total,2006,952692.0
MT,under18,2006,221930.0
MT,total,2003,919630.0
MT,under18,2003,223012.0
MT,total,2004,930009.0
MT,under18,2004,221999.0
MT,total,2002,911667.0
MT,under18,2002,224772.0
MT,total,2001,906961.0
MT,under18,2001,227118.0
MT,total,1999,897508.0
MT,under18,1999,231133.0
MT,total,2000,903773.0
MT,under18,2000,230067.0
MT,total,1997,889865.0
MT,under18,1997,232813.0
MT,under18,1998,231746.0
MT,total,1998,892431.0
MT,total,1995,876553.0
MT,under18,1995,236583.0
MT,under18,1996,235294.0
MT,total,1996,886254.0
MT,under18,1992,230868.0
MT,total,1992,825770.0
MT,total,1993,844761.0
MT,under18,1993,234987.0
MT,under18,1994,237289.0
MT,total,1994,861306.0
MT,total,1991,809680.0
MT,under18,1991,225259.0
MT,under18,1990,223677.0
MT,total,1990,800204.0
NE,under18,1990,430068.0
NE,total,1990,1581660.0
NE,total,1991,1595919.0
NE,under18,1991,434525.0
NE,under18,1994,442589.0
NE,total,1994,1639041.0
NE,total,1993,1625590.0
NE,under18,1993,439313.0
NE,under18,1992,436378.0
NE,total,1992,1611687.0
NE,under18,1996,446841.0
NE,total,1996,1673740.0
NE,total,1995,1656993.0
NE,under18,1995,444418.0
NE,under18,1998,451192.0
NE,total,1998,1695817.0
NE,total,1997,1686418.0
NE,under18,1997,450076.0
NE,total,1999,1704764.0
NE,under18,1999,451047.0
NE,total,2000,1713820.0
NE,under18,2000,450380.0
NE,total,2001,1719836.0
NE,under18,2001,448307.0
NE,total,2002,1728292.0
NE,under18,2002,447714.0
NE,total,2004,1749370.0
NE,under18,2004,448360.0
NE,total,2003,1738643.0
NE,under18,2003,447444.0
NE,total,2006,1772693.0
NE,under18,2006,450098.0
NE,total,2005,1761497.0
NE,under18,2005,448918.0
NE,total,2008,1796378.0
NE,under18,2008,453787.0
NE,total,2007,1783440.0
NE,under18,2007,451946.0
NE,under18,2013,464348.0
NE,total,2009,1812683.0
NE,under18,2009,456543.0
NE,total,2013,1868516.0
NE,total,2010,1829838.0
NE,under18,2010,459621.0
NE,total,2011,1841749.0
NE,under18,2011,460872.0
NE,under18,2012,462673.0
NE,total,2012,1855350.0
NV,total,2012,2754354.0
NV,under18,2012,659655.0
NV,under18,2011,659236.0
NV,total,2011,2717951.0
NV,under18,2010,663180.0
NV,total,2010,2703230.0
NV,total,2013,2790136.0
NV,total,2009,2684665.0
NV,under18,2009,666041.0
NV,under18,2013,661605.0
NV,total,2007,2601072.0
NV,under18,2007,654053.0
NV,total,2008,2653630.0
NV,under18,2008,662621.0
NV,total,2005,2432143.0
NV,under18,2005,611595.0
NV,total,2006,2522658.0
NV,under18,2006,634403.0
NV,total,2003,2248850.0
NV,under18,2003,568963.0
NV,total,2004,2346222.0
NV,under18,2004,591314.0
NV,total,2002,2173791.0
NV,under18,2002,552816.0
NV,total,2001,2098399.0
NV,under18,2001,534708.0
NV,total,1999,1934718.0
NV,under18,1999,493701.0
NV,total,2000,2018741.0
NV,under18,2000,516018.0
NV,total,1997,1764104.0
NV,under18,1997,443626.0
NV,under18,1998,469424.0
NV,total,1998,1853192.0
NV,total,1995,1581578.0
NV,under18,1995,396223.0
NV,under18,1996,419133.0
NV,total,1996,1666320.0
NV,under18,1992,337396.0
NV,total,1992,1351367.0
NV,total,1993,1411215.0
NV,under18,1993,354990.0
NV,under18,1994,376745.0
NV,total,1994,1499298.0
NV,total,1991,1296172.0
NV,under18,1991,325033.0
NV,under18,1990,316406.0
NV,total,1990,1220695.0
NH,under18,1990,277454.0
NH,total,1990,1112384.0
NH,total,1991,1109929.0
NH,under18,1991,281127.0
NH,under18,1994,295563.0
NH,total,1994,1142561.0
NH,total,1993,1129458.0
NH,under18,1993,290409.0
NH,under18,1992,286314.0
NH,total,1992,1117785.0
NH,under18,1996,300161.0
NH,total,1996,1174719.0
NH,total,1995,1157561.0
NH,under18,1995,298246.0
NH,under18,1998,307292.0
NH,total,1998,1205941.0
NH,total,1997,1189425.0
NH,under18,1997,302834.0
NH,total,2000,1239882.0
NH,under18,2000,310352.0
NH,total,1999,1222015.0
NH,under18,1999,308423.0
NH,total,2001,1255517.0
NH,under18,2001,311877.0
NH,total,2002,1269089.0
NH,under18,2002,312743.0
NH,total,2004,1290121.0
NH,under18,2004,309243.0
NH,total,2003,1279840.0
NH,under18,2003,311412.0
NH,total,2005,1298492.0
NH,under18,2005,307403.0
NH,total,2006,1308389.0
NH,under18,2006,305169.0
NH,total,2008,1315906.0
NH,under18,2008,296029.0
NH,total,2007,1312540.0
NH,under18,2007,300918.0
NH,under18,2013,271122.0
NH,total,2009,1316102.0
NH,under18,2009,290850.0
NH,total,2013,1323459.0
NH,total,2010,1316614.0
NH,under18,2010,285702.0
NH,total,2011,1318075.0
NH,under18,2011,280486.0
NH,under18,2012,275818.0
NH,total,2012,1321617.0
NJ,total,2012,8867749.0
NJ,under18,2012,2035106.0
NJ,under18,2011,2049453.0
NJ,total,2011,8836639.0
NJ,under18,2010,2062013.0
NJ,total,2010,8802707.0
NJ,total,2013,8899339.0
NJ,total,2009,8755602.0
NJ,under18,2009,2068684.0
NJ,under18,2013,2022117.0
NJ,total,2007,8677885.0
NJ,under18,2007,2091023.0
NJ,total,2008,8711090.0
NJ,under18,2008,2076366.0
NJ,total,2006,8661679.0
NJ,under18,2006,2106403.0
NJ,total,2005,8651974.0
NJ,under18,2005,2121878.0
NJ,total,2003,8601402.0
NJ,under18,2003,2126014.0
NJ,total,2004,8634561.0
NJ,under18,2004,2129051.0
NJ,total,2002,8552643.0
NJ,under18,2002,2116591.0
NJ,total,2001,8492671.0
NJ,under18,2001,2102838.0
NJ,total,1999,8359592.0
NJ,under18,1999,2066678.0
NJ,total,2000,8430621.0
NJ,under18,2000,2088885.0
NJ,total,1997,8218808.0
NJ,under18,1997,2028349.0
NJ,under18,1998,2042080.0
NJ,total,1998,8287418.0
NJ,total,1995,8083242.0
NJ,under18,1995,1997187.0
NJ,under18,1996,2016502.0
NJ,total,1996,8149596.0
NJ,under18,1992,1890108.0
NJ,total,1992,7880508.0
NJ,total,1993,7948915.0
NJ,under18,1993,1928623.0
NJ,under18,1994,1968232.0
NJ,total,1994,8014306.0
NJ,total,1991,7814676.0
NJ,under18,1991,1849605.0
NJ,under18,1990,1818187.0
NJ,total,1990,7762963.0
NM,total,1990,1521574.0
NM,under18,1990,453538.0
NM,under18,1991,461811.0
NM,total,1991,1555305.0
NM,under18,1994,497542.0
NM,under18,1993,487742.0
NM,total,1993,1636453.0
NM,total,1992,1595442.0
NM,under18,1992,473176.0
NM,total,1994,1682398.0
NM,under18,1996,508100.0
NM,total,1995,1720394.0
NM,under18,1995,504558.0
NM,total,1996,1752326.0
NM,under18,1998,512801.0
NM,total,1998,1793484.0
NM,total,1997,1774839.0
NM,under18,1997,514500.0
NM,under18,1999,511135.0
NM,total,1999,1808082.0
NM,total,2000,1821204.0
NM,under18,2000,508132.0
NM,total,2001,1831690.0
NM,under18,2001,503404.0
NM,total,2002,1855309.0
NM,under18,2002,502779.0
NM,total,2004,1903808.0
NM,under18,2004,501184.0
NM,total,2003,1877574.0
NM,under18,2003,500777.0
NM,total,2005,1932274.0
NM,under18,2005,502612.0
NM,total,2006,1962137.0
NM,under18,2006,505125.0
NM,total,2008,2010662.0
NM,under18,2008,511214.0
NM,total,2007,1990070.0
NM,under18,2007,508725.0
NM,under18,2013,507540.0
NM,total,2013,2085287.0
NM,total,2009,2036802.0
NM,under18,2009,515470.0
NM,total,2010,2064982.0
NM,under18,2010,518763.0
NM,under18,2011,516513.0
NM,total,2011,2077919.0
NM,under18,2012,512314.0
NM,total,2012,2083540.0
NY,total,2012,19576125.0
NY,under18,2012,4264694.0
NY,total,2011,19502728.0
NY,under18,2011,4294555.0
NY,under18,2010,4318033.0
NY,total,2010,19398228.0
NY,total,2009,19307066.0
NY,under18,2009,4342926.0
NY,total,2013,19651127.0
NY,under18,2013,4239976.0
NY,total,2007,19132335.0
NY,under18,2007,4410949.0
NY,total,2008,19212436.0
NY,under18,2008,4372170.0
NY,total,2006,19104631.0
NY,under18,2006,4457777.0
NY,total,2005,19132610.0
NY,under18,2005,4514456.0
NY,total,2003,19175939.0
NY,under18,2003,4619506.0
NY,total,2004,19171567.0
NY,under18,2004,4574065.0
NY,total,2002,19137800.0
NY,under18,2002,4652232.0
NY,total,2001,19082838.0
NY,under18,2001,4672425.0
NY,under18,1999,4672587.0
NY,total,1999,18882725.0
NY,total,2000,19001780.0
NY,under18,2000,4687374.0
NY,under18,1997,4670787.0
NY,total,1997,18656546.0
NY,total,1998,18755906.0
NY,under18,1998,4652140.0
NY,total,1996,18588460.0
NY,under18,1995,4648419.0
NY,total,1995,18524104.0
NY,under18,1996,4667647.0
NY,total,1994,18459470.0
NY,under18,1992,4465539.0
NY,total,1992,18246653.0
NY,total,1993,18374954.0
NY,under18,1993,4538171.0
NY,under18,1994,4605284.0
NY,total,1991,18122510.0
NY,under18,1991,4372727.0
NY,under18,1990,4281643.0
NY,total,1990,18020784.0
NC,under18,1990,1625804.0
NC,total,1990,6664016.0
NC,total,1991,6784280.0
NC,under18,1991,1640394.0
NC,total,1993,7042818.0
NC,under18,1993,1710267.0
NC,under18,1992,1674144.0
NC,total,1992,6897214.0
NC,under18,1994,1750754.0
NC,total,1994,7187398.0
NC,total,1995,7344674.0
NC,under18,1995,1785150.0
NC,under18,1996,1821506.0
NC,total,1996,7500670.0
NC,under18,1998,1894753.0
NC,total,1998,7809122.0
NC,total,1997,7656825.0
NC,under18,1997,1861621.0
NC,total,2000,8081614.0
NC,under18,2000,1967626.0
NC,total,1999,7949362.0
NC,under18,1999,1932141.0
NC,total,2001,8210122.0
NC,under18,2001,2003782.0
NC,total,2002,8326201.0
NC,under18,2002,2034451.0
NC,total,2004,8553152.0
NC,under18,2004,2085165.0
NC,total,2003,8422501.0
NC,under18,2003,2060838.0
NC,total,2005,8705407.0
NC,under18,2005,2122485.0
NC,total,2006,8917270.0
NC,under18,2006,2166393.0
NC,total,2008,9309449.0
NC,under18,2008,2252101.0
NC,total,2007,9118037.0
NC,under18,2007,2219168.0
NC,under18,2013,2285605.0
NC,total,2013,9848060.0
NC,total,2009,9449566.0
NC,under18,2009,2272955.0
NC,total,2010,9559533.0
NC,under18,2010,2282288.0
NC,under18,2011,2284238.0
NC,total,2011,9651377.0
NC,under18,2012,2284122.0
NC,total,2012,9748364.0
ND,total,2012,701345.0
ND,under18,2012,156765.0
ND,total,2011,684867.0
ND,under18,2011,152357.0
ND,under18,2010,150179.0
ND,total,2010,674344.0
ND,total,2009,664968.0
ND,under18,2009,148674.0
ND,total,2013,723393.0
ND,under18,2013,162688.0
ND,total,2007,652822.0
ND,under18,2007,147263.0
ND,total,2008,657569.0
ND,under18,2008,147462.0
ND,total,2006,649422.0
ND,under18,2006,147331.0
ND,total,2005,646089.0
ND,under18,2005,148119.0
ND,total,2003,638817.0
ND,under18,2003,150406.0
ND,total,2004,644705.0
ND,under18,2004,149128.0
ND,total,2002,638168.0
ND,under18,2002,153097.0
ND,total,2001,639062.0
ND,under18,2001,156113.0
ND,total,1999,644259.0
ND,under18,1999,163056.0
ND,total,2000,642023.0
ND,under18,2000,160477.0
ND,total,1997,649716.0
ND,under18,1997,167475.0
ND,under18,1998,165448.0
ND,total,1998,647532.0
ND,under18,1996,169257.0
ND,total,1996,650382.0
ND,total,1995,647832.0
ND,under18,1995,171146.0
ND,under18,1994,172160.0
ND,total,1994,644806.0
ND,under18,1992,172052.0
ND,total,1992,638223.0
ND,total,1993,641216.0
ND,under18,1993,172168.0
ND,total,1991,635753.0
ND,under18,1991,171730.0
ND,under18,1990,170920.0
ND,total,1990,637685.0
OH,under18,1990,2778491.0
OH,total,1990,10864162.0
OH,total,1991,10945762.0
OH,under18,1991,2806959.0
OH,total,1993,11101140.0
OH,under18,1993,2855785.0
OH,under18,1992,2839356.0
OH,total,1992,11029431.0
OH,under18,1994,2875397.0
OH,total,1994,11152455.0
OH,total,1995,11202751.0
OH,under18,1995,2879930.0
OH,under18,1996,2883443.0
OH,total,1996,11242827.0
