state/region,ages,year,population
OH,under18,1998,2896255.0
OH,total,1998,11311536.0
OH,total,1997,11277357.0
OH,under18,1997,2897375.0
OH,total,2000,11363543.0
OH,under18,2000,2886585.0
OH,total,1999,11335454.0
OH,under18,1999,2893270.0
OH,total,2001,11387404.0
OH,under18,2001,2878123.0
OH,total,2002,11407889.0
OH,under18,2002,2865674.0
OH,total,2004,11452251.0
OH,under18,2004,2836068.0
OH,total,2003,11434788.0
OH,under18,2003,2849573.0
OH,total,2005,11463320.0
OH,under18,2005,2819794.0
OH,total,2006,11481213.0
OH,under18,2006,2804828.0
OH,total,2008,11515391.0
OH,under18,2008,2768968.0
OH,total,2007,11500468.0
OH,under18,2007,2790347.0
OH,under18,2013,2649830.0
OH,total,2013,11570808.0
OH,total,2009,11528896.0
OH,under18,2009,2748051.0
OH,total,2010,11545435.0
OH,under18,2010,2722589.0
OH,under18,2011,2693469.0
OH,total,2011,11549772.0
OH,under18,2012,2668125.0
OH,total,2012,11553031.0
OK,total,2012,3815780.0
OK,under18,2012,939911.0
OK,total,2011,3785534.0
OK,under18,2011,935714.0
OK,under18,2010,931483.0
OK,total,2010,3759263.0
OK,total,2009,3717572.0
OK,under18,2009,922711.0
OK,total,2013,3850568.0
OK,under18,2013,947027.0
OK,total,2007,3634349.0
OK,under18,2007,904328.0
OK,total,2008,3668976.0
OK,under18,2008,910617.0
OK,total,2006,3594090.0
OK,under18,2006,894761.0
OK,total,2005,3548597.0
OK,under18,2005,885316.0
OK,total,2003,3504892.0
OK,under18,2003,883959.0
OK,total,2004,3525233.0
OK,under18,2004,881606.0
OK,total,2002,3489080.0
OK,under18,2002,884961.0
OK,total,2001,3467100.0
OK,under18,2001,885218.0
OK,total,1999,3437148.0
OK,under18,1999,895678.0
OK,total,2000,3454365.0
OK,under18,2000,891847.0
OK,total,1997,3372918.0
OK,under18,1997,893835.0
OK,under18,1998,898501.0
OK,total,1998,3405194.0
OK,under18,1996,887093.0
OK,total,1996,3340129.0
OK,total,1995,3308208.0
OK,under18,1995,883667.0
OK,under18,1994,877803.0
OK,total,1994,3280940.0
OK,under18,1992,862548.0
OK,total,1992,3220517.0
OK,total,1993,3252285.0
OK,under18,1993,870137.0
OK,total,1991,3175440.0
OK,under18,1991,849639.0
OK,under18,1990,841715.0
OK,total,1990,3148825.0
OR,under18,1990,742436.0
OR,total,1990,2860375.0
OR,total,1991,2928507.0
OR,under18,1991,752442.0
OR,total,1993,3060367.0
OR,under18,1993,778973.0
OR,under18,1992,770191.0
OR,total,1992,2991755.0
OR,under18,1994,793435.0
OR,total,1994,3121264.0
OR,total,1995,3184369.0
OR,under18,1995,806512.0
OR,under18,1996,816102.0
OR,total,1996,3247111.0
OR,under18,1998,837928.0
OR,total,1998,3352449.0
OR,total,1997,3304310.0
OR,under18,1997,830002.0
OR,total,2000,3429708.0
OR,under18,2000,847511.0
OR,total,1999,3393941.0
OR,under18,1999,843484.0
OR,total,2001,3467937.0
OR,under18,2001,848663.0
OR,total,2002,3513424.0
OR,under18,2002,850733.0
OR,total,2004,3569463.0
OR,under18,2004,846786.0
OR,total,2003,3547376.0
OR,under18,2003,850251.0
OR,total,2005,3613202.0
OR,under18,2005,849323.0
OR,total,2006,3670883.0
OR,under18,2006,857003.0
OR,total,2008,3768748.0
OR,under18,2008,865664.0
OR,total,2007,3722417.0
OR,under18,2007,862161.0
OR,under18,2013,857606.0
OR,total,2013,3930065.0
OR,total,2009,3808600.0
OR,under18,2009,866194.0
OR,total,2010,3837208.0
OR,under18,2010,865129.0
OR,under18,2011,862518.0
OR,total,2011,3867937.0
OR,under18,2012,859910.0
OR,total,2012,3899801.0
PA,total,2012,12764475.0
PA,under18,2012,2737905.0
PA,total,2011,12741310.0
PA,under18,2011,2761343.0
PA,under18,2010,2785316.0
PA,total,2010,12710472.0
PA,total,2009,12666858.0
PA,under18,2009,2804929.0
PA,total,2013,12773801.0
PA,under18,2013,2715645.0
PA,total,2007,12563937.0
PA,under18,2007,2839574.0
PA,total,2008,12612285.0
PA,under18,2008,2821004.0
PA,total,2006,12510809.0
PA,under18,2006,2850778.0
PA,total,2005,12449990.0
PA,under18,2005,2859793.0
PA,total,2003,12374658.0
PA,under18,2003,2883270.0
PA,total,2004,12410722.0
PA,under18,2004,2873125.0
PA,total,2002,12331031.0
PA,under18,2002,2894935.0
PA,total,2001,12298970.0
PA,under18,2001,2905836.0
PA,total,1999,12263805.0
PA,under18,1999,2930193.0
PA,total,2000,12284173.0
PA,under18,2000,2918850.0
PA,total,1997,12227814.0
PA,under18,1997,2942240.0
PA,under18,1998,2940285.0
PA,total,1998,12245672.0
PA,under18,1996,2937411.0
PA,total,1996,12220464.0
PA,total,1995,12198403.0
PA,under18,1995,2941531.0
PA,under18,1994,2932851.0
PA,total,1994,12166050.0
PA,under18,1992,2873013.0
PA,total,1992,12049450.0
PA,total,1993,12119724.0
PA,under18,1993,2907351.0
PA,total,1991,11982164.0
PA,under18,1991,2830059.0
PA,under18,1990,2799168.0
PA,total,1990,11903299.0
RI,under18,1990,225923.0
RI,total,1990,1005995.0
RI,total,1991,1010649.0
RI,under18,1991,229448.0
RI,total,1993,1015113.0
RI,under18,1993,237218.0
RI,under18,1992,232630.0
RI,total,1992,1012581.0
RI,under18,1994,239100.0
RI,total,1994,1015960.0
RI,total,1995,1017002.0
RI,under18,1995,240553.0
RI,under18,1996,240569.0
RI,total,1996,1020893.0
RI,under18,1998,241760.0
RI,total,1998,1031155.0
RI,total,1997,1025353.0
RI,under18,1997,242079.0
RI,total,2000,1050268.0
RI,under18,2000,248065.0
RI,total,1999,1040402.0
RI,under18,1999,247014.0
RI,total,2001,1057142.0
RI,under18,2001,248296.0
RI,total,2002,1065995.0
RI,under18,2002,248690.0
RI,total,2004,1074579.0
RI,under18,2004,246228.0
RI,total,2003,1071342.0
RI,under18,2003,248075.0
RI,total,2005,1067916.0
RI,under18,2005,241932.0
RI,total,2006,1063096.0
RI,under18,2006,237348.0
RI,total,2008,1055003.0
RI,under18,2008,229798.0
RI,total,2007,1057315.0
RI,under18,2007,233655.0
RI,under18,2013,213987.0
RI,total,2013,1051511.0
RI,total,2009,1053646.0
RI,under18,2009,225902.0
RI,total,2010,1052669.0
RI,under18,2010,223088.0
RI,under18,2011,219783.0
RI,total,2011,1050350.0
RI,under18,2012,216591.0
RI,total,2012,1050304.0
SC,total,2012,4723417.0
SC,under18,2012,1077455.0
SC,total,2011,4673509.0
SC,under18,2011,1076524.0
SC,under18,2010,1079978.0
SC,total,2010,4636361.0
SC,total,2009,4589872.0
SC,under18,2009,1079729.0
SC,total,2013,4774839.0
SC,under18,2013,1079798.0
SC,total,2007,4444110.0
SC,under18,2007,1064190.0
SC,total,2008,4528996.0
SC,under18,2008,1074116.0
SC,total,2006,4357847.0
SC,under18,2006,1050042.0
SC,total,2005,4270150.0
SC,under18,2005,1036941.0
SC,total,2003,4150297.0
SC,under18,2003,1023785.0
SC,total,2004,4210921.0
SC,under18,2004,1029111.0
SC,total,2002,4107795.0
SC,under18,2002,1020531.0
SC,total,2001,4064995.0
SC,under18,2001,1016134.0
SC,total,1999,3974682.0
SC,under18,1999,1007050.0
SC,total,2000,4024223.0
SC,under18,2000,1010641.0
SC,total,1997,3859696.0
SC,under18,1997,1001681.0
SC,under18,1998,1006371.0
SC,total,1998,3919235.0
SC,under18,1996,987576.0
SC,total,1996,3796200.0
SC,total,1995,3748582.0
SC,under18,1995,975884.0
SC,under18,1994,969766.0
SC,total,1994,3705397.0
SC,under18,1992,947868.0
SC,total,1992,3620464.0
SC,total,1993,3663314.0
SC,under18,1993,956951.0
SC,total,1991,3570404.0
SC,under18,1991,936122.0
SC,under18,1990,921041.0
SC,total,1990,3501155.0
SD,under18,1990,199453.0
SD,total,1990,697101.0
SD,total,1991,703669.0
SD,under18,1991,201749.0
SD,total,1993,722160.0
SD,under18,1993,207975.0
SD,under18,1992,206632.0
SD,total,1992,712801.0
SD,under18,1994,208443.0
SD,total,1994,730790.0
SD,total,1995,737926.0
SD,under18,1995,207890.0
SD,under18,1996,205780.0
SD,total,1996,742214.0
SD,under18,1998,204786.0
SD,total,1998,746059.0
SD,total,1997,744223.0
SD,under18,1997,205978.0
SD,total,2000,755844.0
SD,under18,2000,202681.0
SD,total,1999,750413.0
SD,under18,1999,203737.0
SD,total,2001,757972.0
SD,under18,2001,200795.0
SD,total,2002,760020.0
SD,under18,2002,198694.0
SD,total,2004,770396.0
SD,under18,2004,196804.0
SD,total,2003,763729.0
SD,under18,2003,197326.0
SD,total,2005,775493.0
SD,under18,2005,196476.0
SD,total,2006,783033.0
SD,under18,2006,197332.0
SD,total,2008,799124.0
SD,under18,2008,199848.0
SD,total,2007,791623.0
SD,under18,2007,198847.0
SD,under18,2013,207959.0
SD,total,2013,844877.0
SD,total,2009,807067.0
SD,under18,2009,201204.0
SD,total,2010,816211.0
SD,under18,2010,203145.0
SD,under18,2011,203948.0
SD,total,2011,823772.0
SD,under18,2012,205298.0
SD,total,2012,834047.0
TN,total,2012,6454914.0
TN,under18,2012,1492689.0
TN,total,2011,6398361.0
TN,under18,2011,1491837.0
TN,under18,2010,1495090.0
TN,total,2010,6356683.0
TN,total,2009,6306019.0
TN,under18,2009,1494687.0
TN,total,2013,6495978.0
TN,under18,2013,1491577.0
TN,total,2007,6175727.0
TN,under18,2007,1482747.0
TN,total,2008,6247411.0
TN,under18,2008,1494354.0
TN,total,2006,6088766.0
TN,under18,2006,1470166.0
TN,total,2005,5991057.0
TN,under18,2005,1449326.0
TN,total,2003,5847812.0
TN,under18,2003,1424861.0
TN,total,2004,5910809.0
TN,under18,2004,1433343.0
TN,total,2002,5795918.0
TN,under18,2002,1414857.0
TN,total,2001,5750789.0
TN,under18,2001,1407578.0
TN,total,1999,5638706.0
TN,under18,1999,1385997.0
TN,total,2000,5703719.0
TN,under18,2000,1399685.0
TN,total,1997,5499233.0
TN,under18,1997,1359030.0
TN,under18,1998,1369987.0
TN,total,1998,5570045.0
TN,under18,1996,1345723.0
TN,total,1996,5416643.0
TN,total,1995,5326936.0
TN,under18,1995,1331616.0
TN,under18,1994,1310988.0
TN,total,1994,5231438.0
TN,under18,1992,1259458.0
TN,total,1992,5049742.0
TN,total,1993,5137584.0
TN,under18,1993,1285044.0
TN,total,1991,4966587.0
TN,under18,1991,1233260.0
TN,under18,1990,1220200.0
TN,total,1990,4894492.0
TX,under18,1990,4906220.0
TX,total,1990,17056755.0
TX,total,1991,17398005.0
TX,under18,1991,5000793.0
TX,total,1993,18161612.0
TX,under18,1993,5217899.0
TX,under18,1992,5109805.0
TX,total,1992,17759738.0
TX,under18,1994,5331524.0
TX,total,1994,18564062.0
TX,total,1995,18958751.0
TX,under18,1995,5421784.0
TX,under18,1996,5551447.0
TX,total,1996,19340342.0
TX,under18,1998,5759054.0
TX,total,1998,20157531.0
TX,total,1997,19740317.0
TX,under18,1997,5655482.0
TX,total,2000,20944499.0
TX,under18,2000,5906301.0
TX,total,1999,20558220.0
TX,under18,1999,5840211.0
TX,total,2001,21319622.0
TX,under18,2001,5980187.0
TX,total,2002,21690325.0
TX,under18,2002,6060372.0
TX,total,2004,22394023.0
TX,under18,2004,6208259.0
TX,total,2003,22030931.0
TX,under18,2003,6132980.0
TX,total,2005,22778123.0
TX,under18,2005,6290970.0
TX,total,2006,23359580.0
TX,under18,2006,6446798.0
TX,total,2008,24309039.0
TX,under18,2008,6675917.0
TX,total,2007,23831983.0
TX,under18,2007,6565872.0
TX,under18,2013,7041986.0
TX,total,2013,26448193.0
TX,total,2009,24801761.0
TX,under18,2009,6792907.0
TX,total,2010,25245178.0
TX,under18,2010,6879014.0
TX,under18,2011,6931758.0
TX,total,2011,25640909.0
TX,under18,2012,6985807.0
TX,total,2012,26060796.0
UT,total,2012,2854871.0
UT,under18,2012,888578.0
UT,total,2011,2814784.0
UT,under18,2011,881350.0
UT,under18,2010,873019.0
UT,total,2010,2774424.0
UT,total,2009,2723421.0
UT,under18,2009,857853.0
UT,total,2013,2900872.0
UT,under18,2013,896589.0
UT,total,2007,2597746.0
UT,under18,2007,815496.0
UT,total,2008,2663029.0
UT,under18,2008,837258.0
UT,total,2006,2525507.0
UT,under18,2006,789957.0
UT,total,2005,2457719.0
UT,under18,2005,767888.0
UT,total,2003,2360137.0
UT,under18,2003,740483.0
UT,total,2004,2401580.0
UT,under18,2004,751771.0
UT,total,2002,2324815.0
UT,under18,2002,733517.0
UT,total,2001,2283715.0
UT,under18,2001,726819.0
UT,total,1999,2203482.0
UT,under18,1999,715398.0
UT,total,2000,2244502.0
UT,under18,2000,721686.0
UT,total,1997,2119784.0
UT,under18,1997,699528.0
UT,under18,1998,709386.0
UT,total,1998,2165961.0
UT,under18,1996,687078.0
UT,total,1996,2067976.0
UT,total,1995,2014179.0
UT,under18,1995,679636.0
UT,under18,1994,673935.0
UT,total,1994,1960446.0
UT,under18,1992,648725.0
UT,total,1992,1836799.0
UT,total,1993,1898404.0
UT,under18,1993,662968.0
UT,total,1991,1779780.0
UT,under18,1991,637216.0
UT,under18,1990,627122.0
UT,total,1990,1731223.0
VT,under18,1990,143296.0
VT,total,1990,564798.0
VT,total,1991,568606.0
VT,under18,1991,145219.0
VT,total,1993,577748.0
VT,under18,1993,148705.0
VT,under18,1992,146983.0
VT,total,1992,572751.0
VT,under18,1994,150794.0
VT,total,1994,583836.0
VT,total,1995,589003.0
VT,under18,1995,151439.0
VT,under18,1996,151490.0
VT,total,1996,593701.0
VT,under18,1998,148467.0
VT,total,1998,600416.0
VT,total,1997,597239.0
VT,under18,1997,150040.0
VT,total,2000,609618.0
VT,under18,2000,147549.0
VT,total,1999,604683.0
VT,under18,1999,147859.0
VT,total,2001,612223.0
VT,under18,2001,146040.0
VT,total,2002,615442.0
VT,under18,2002,144441.0
VT,total,2004,619920.0
VT,under18,2004,141068.0
VT,total,2003,617858.0
VT,under18,2003,142718.0
VT,total,2005,621215.0
VT,under18,2005,138933.0
VT,total,2006,622892.0
VT,under18,2006,136731.0
VT,total,2008,624151.0
VT,under18,2008,132600.0
VT,total,2007,623481.0
VT,under18,2007,134695.0
VT,under18,2013,122701.0
VT,total,2013,626630.0
VT,total,2009,624817.0
VT,under18,2009,130450.0
VT,total,2010,625793.0
VT,under18,2010,128601.0
VT,under18,2011,126500.0
VT,total,2011,626320.0
VT,under18,2012,124555.0
VT,total,2012,625953.0
VA,total,2012,8186628.0
VA,under18,2012,1861323.0
VA,total,2011,8105850.0
VA,under18,2011,1857585.0
VA,under18,2010,1855025.0
VA,total,2010,8024417.0
VA,total,2009,7925937.0
VA,under18,2009,1845132.0
VA,total,2013,8260405.0
VA,under18,2013,1864535.0
VA,total,2007,7751000.0
VA,under18,2007,1834386.0
VA,total,2008,7833496.0
VA,under18,2008,1838361.0
VA,total,2005,7577105.0
VA,under18,2005,1816270.0
VA,total,2006,7673725.0
VA,under18,2006,1826368.0
VA,total,2003,7366977.0
VA,under18,2003,1782254.0
VA,total,2004,7475575.0
VA,under18,2004,1801958.0
VA,total,2002,7286873.0
VA,under18,2002,1771247.0
VA,total,2001,7198362.0
VA,under18,2001,1754549.0
VA,total,1999,7000174.0
VA,under18,1999,1723125.0
VA,total,2000,7105817.0
VA,under18,2000,1741420.0
VA,total,1997,6829183.0
VA,under18,1997,1683766.0
VA,under18,1998,1706261.0
VA,total,1998,6900918.0
VA,under18,1996,1664147.0
VA,total,1996,6750884.0
VA,total,1995,6670693.0
VA,under18,1995,1649005.0
VA,under18,1994,1628711.0
VA,total,1994,6593139.0
VA,under18,1992,1581544.0
VA,total,1992,6414307.0
VA,total,1993,6509630.0
VA,under18,1993,1604758.0
VA,total,1991,6301217.0
VA,under18,1991,1548258.0
VA,under18,1990,1520670.0
VA,total,1990,6216884.0
WA,under18,1990,1301545.0
WA,total,1990,4903043.0
WA,total,1991,5025624.0
WA,under18,1991,1326527.0
WA,total,1993,5278842.0
WA,under18,1993,1387716.0
WA,under18,1992,1365480.0
WA,total,1992,5160757.0
WA,under18,1994,1409922.0
WA,total,1994,5375161.0
WA,total,1995,5481027.0
WA,under18,1995,1429397.0
WA,under18,1996,1449613.0
WA,total,1996,5569753.0
WA,under18,1998,1494784.0
WA,total,1998,5769562.0
WA,total,1997,5674747.0
WA,under18,1997,1473646.0
WA,total,2000,5910512.0
WA,under18,2000,1516361.0
WA,total,1999,5842564.0
WA,under18,1999,1507824.0
WA,total,2001,5985722.0
WA,under18,2001,1517527.0
WA,total,2002,6052349.0
WA,under18,2002,1517655.0
WA,total,2004,6178645.0
WA,under18,2004,1520751.0
WA,total,2003,6104115.0
WA,under18,2003,1514877.0
WA,total,2005,6257305.0
WA,under18,2005,1523890.0
WA,total,2006,6370753.0
WA,under18,2006,1536926.0
WA,total,2008,6562231.0
WA,under18,2008,1560302.0
WA,total,2007,6461587.0
WA,under18,2007,1549582.0
WA,under18,2013,1595795.0
WA,total,2013,6971406.0
WA,total,2009,6667426.0
WA,under18,2009,1574403.0
WA,total,2010,6742256.0
WA,under18,2010,1581436.0
WA,under18,2011,1584709.0
WA,total,2011,6821481.0
WA,under18,2012,1588451.0
WA,total,2012,6895318.0
WV,total,2012,1856680.0
WV,under18,2012,384030.0
WV,total,2011,1855184.0
WV,under18,2011,385283.0
WV,under18,2010,387224.0
WV,total,2010,1854146.0
WV,total,2009,1847775.0
WV,under18,2009,389036.0
WV,total,2013,1854304.0
WV,under18,2013,381678.0
WV,total,2007,1834052.0
WV,under18,2007,390661.0
WV,total,2008,1840310.0
WV,under18,2008,390210.0
WV,total,2006,1827912.0
WV,under18,2006,390637.0
WV,total,2005,1820492.0
WV,under18,2005,390431.0
WV,total,2003,1812295.0
WV,under18,2003,392460.0
WV,total,2004,1816438.0
WV,under18,2004,391856.0
WV,total,2002,1805414.0
WV,under18,2002,393569.0
WV,total,2001,1801481.0
WV,under18,2001,395307.0
WV,total,1999,1811799.0
WV,under18,1999,406784.0
WV,total,2000,1807021.0
WV,under18,2000,401062.0
WV,total,1997,1819113.0
WV,under18,1997,418037.0
WV,under18,1998,412793.0
WV,total,1998,1815609.0
WV,under18,1996,422831.0
WV,total,1996,1822808.0
WV,total,1995,1823700.0
WV,under18,1995,428790.0
WV,under18,1994,429128.0
WV,total,1994,1820421.0
WV,under18,1992,433116.0
WV,total,1992,1806451.0
WV,total,1993,1817539.0
WV,under18,1993,432364.0
WV,total,1991,1798735.0
WV,under18,1991,433918.0
WV,under18,1990,436797.0
WV,total,1990,1792548.0
WI,under18,1990,1302869.0
WI,total,1990,4904562.0
WI,total,1991,4964343.0
WI,under18,1991,1314855.0
WI,total,1993,5084889.0
WI,under18,1993,1337334.0
WI,under18,1992,1330555.0
WI,total,1992,5025398.0
WI,under18,1994,1348110.0
WI,total,1994,5133678.0
WI,total,1995,5184836.0
WI,under18,1995,1351343.0
WI,under18,1996,1352877.0
WI,total,1996,5229986.0
WI,under18,1998,1362907.0
WI,total,1998,5297673.0
WI,total,1997,5266213.0
WI,under18,1997,1359712.0
WI,total,1999,5332666.0
WI,under18,1999,1367019.0
WI,total,2000,5373999.0
WI,under18,2000,1370440.0
WI,total,2001,5406835.0
WI,under18,2001,1367593.0
WI,total,2002,5445162.0
WI,under18,2002,1365315.0
WI,total,2004,5514026.0
WI,under18,2004,1354643.0
WI,total,2003,5479203.0
WI,under18,2003,1358505.0
WI,total,2005,5546166.0
WI,under18,2005,1349866.0
WI,total,2006,5577655.0
WI,under18,2006,1348785.0
WI,total,2008,5640996.0
WI,under18,2008,1345573.0
WI,total,2007,5610775.0
WI,under18,2007,1348901.0
WI,under18,2013,1307776.0
WI,total,2013,5742713.0
WI,total,2009,5669264.0
WI,under18,2009,1342411.0
WI,total,2010,5689060.0
WI,under18,2010,1336094.0
WI,under18,2011,1325870.0
WI,total,2011,5708785.0
WI,under18,2012,1316113.0
WI,total,2012,5724554.0
WY,total,2012,576626.0
WY,under18,2012,136526.0
WY,total,2011,567329.0
WY,under18,2011,135407.0
WY,under18,2010,135351.0
WY,total,2010,564222.0
WY,total,2009,559851.0
WY,under18,2009,134960.0
WY,total,2013,582658.0
WY,under18,2013,137679.0
WY,total,2007,534876.0
WY,under18,2007,128760.0
WY,total,2008,546043.0
WY,under18,2008,131511.0
WY,total,2006,522667.0
WY,under18,2006,125525.0
WY,total,2005,514157.0
WY,under18,2005,124022.0
WY,total,2003,503453.0
WY,under18,2003,124182.0
WY,total,2004,509106.0
WY,under18,2004,123974.0
WY,total,2002,500017.0
WY,under18,2002,125495.0
WY,total,2001,494657.0
WY,under18,2001,126212.0
WY,total,2000,494300.0
WY,under18,2000,128774.0
WY,total,1999,491780.0
WY,under18,1999,130793.0
WY,total,1997,489452.0
WY,under18,1997,134328.0
WY,under18,1998,132602.0
WY,total,1998,490787.0
WY,under18,1996,135698.0
WY,total,1996,488167.0
WY,total,1995,485160.0
WY,under18,1995,136785.0
WY,under18,1994,137733.0
WY,total,1994,480283.0
WY,under18,1992,137308.0
WY,total,1992,466251.0
WY,total,1993,473081.0
WY,under18,1993,137458.0
WY,total,1991,459260.0
WY,under18,1991,136720.0
WY,under18,1990,136078.0
WY,total,1990,453690.0
PR,under18,1990,
PR,total,1990,
PR,total,1991,
PR,under18,1991,
PR,total,1993,
PR,under18,1993,
PR,under18,1992,
PR,total,1992,
PR,under18,1994,
PR,total,1994,
PR,total,1995,
PR,under18,1995,
PR,under18,1996,
PR,total,1996,
PR,under18,1998,
PR,total,1998,
PR,total,1997,
PR,under18,1997,
PR,total,1999,
PR,under18,1999,
PR,total,2000,3810605.0
PR,under18,2000,1089063.0
PR,total,2001,3818774.0
PR,under18,2001,1077566.0
PR,total,2002,3823701.0
PR,under18,2002,1065051.0
PR,total,2004,3826878.0
PR,under18,2004,1035919.0
PR,total,2003,3826095.0
PR,under18,2003,1050615.0
PR,total,2005,3821362.0
PR,under18,2005,1019447.0
PR,total,2006,3805214.0
PR,under18,2006,998543.0
PR,total,2007,3782995.0
PR,under18,2007,973613.0
PR,total,2008,3760866.0
PR,under18,2008,945705.0
PR,under18,2013,814068.0
PR,total,2013,3615086.0
PR,total,2009,3740410.0
PR,under18,2009,920794.0
PR,total,2010,3721208.0
PR,under18,2010,896945.0
PR,under18,2011,869327.0
PR,total,2011,3686580.0
PR,under18,2012,841740.0
PR,total,2012,3651545.0
USA,under18,1990,64218512.0
USA,total,1990,249622814.0
USA,total,1991,252980942.0
USA,under18,1991,65313018.0
USA,under18,1992,66509177.0
USA,total,1992,256514231.0
USA,total,1993,259918595.0
USA,under18,1993,67594938.0
USA,under18,1994,68640936.0
USA,total,1994,263125826.0
USA,under18,1995,69473140.0
USA,under18,1996,70233512.0
USA,total,1995,266278403.0
USA,total,1996,269394291.0
USA,total,1997,272646932.0
USA,under18,1997,70920738.0
USA,under18,1998,71431406.0
USA,total,1998,275854116.0
USA,under18,1999,71946051.0
USA,total,2000,282162411.0
USA,under18,2000,72376189.0
USA,total,1999,279040181.0
USA,total,2001,284968955.0
USA,under18,2001,72671175.0
USA,total,2002,287625193.0
USA,under18,2002,72936457.0
USA,total,2003,290107933.0
USA,under18,2003,73100758.0
USA,total,2004,292805298.0
USA,under18,2004,73297735.0
USA,total,2005,295516599.0
USA,under18,2005,73523669.0
USA,total,2006,298379912.0
USA,under18,2006,73757714.0
USA,total,2007,301231207.0
USA,under18,2007,74019405.0
USA,total,2008,304093966.0
USA,under18,2008,74104602.0
USA,under18,2013,73585872.0
USA,total,2013,316128839.0
USA,total,2009,306771529.0
USA,under18,2009,74134167.0
USA,under18,2010,74119556.0
USA,total,2010,309326295.0
USA,under18,2011,73902222.0
USA,total,2011,311582564.0
USA,under18,2012,73708179.0
USA,total,2012,313873685.0
